img,title,company,rating,review,location,experience
https://static.ambitionbox.com/alpha/company/photos/logos/ford-motor.jpg,Data Scientist,Ford Global Business Services,4.5,2.8k,Chennai,2-3 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/ford-motor.jpg,Data scientist,Ford Global Business Services,4.5,2.8k,Chennai,2-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/sanofi.jpg,Senior Data Scientist,Sanofi India Ltd,4.4,1k,Hyderabad / Secunderabad,3-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/sanofi.jpg,Senior Data Scientist,Sanofi India Ltd,4.4,1k,Hyderabad / Secunderabad,2-7 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/jp-morgan-chase.jpg,JP Morgan Chase - Associate - Data Scientist - Core Analytics (8-10 yrs),JP Morgan Chase,4.1,5k,Bangalore / Bengaluru,8-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/ibm.jpg,Data Scientist,IBM India Pvt. Limited,4.1,19.8k,Bangalore / Bengaluru,3-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/uber.jpg,Senior Data Scientist,Uber,4.2,711,Bangalore / Bengaluru,6-11 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/ibm.jpg,Sr Data Scientist,IBM India Pvt. Limited,4.1,19.8k,Bangalore / Bengaluru,4-8 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/ibm.jpg,Data Scientist,IBM India Pvt. Limited,4.1,19.8k,"Pune, Mumbai",3-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/walmart.jpg,Data Scientist III,Walmart Labs,4.0,2k,Bangalore / Bengaluru,4-9 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/ibm.jpg,Data Scientist,IBM India Pvt. Limited,4.1,19.8k,Cochin/Ernakulam/Kochi,3-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/ibm.jpg,"DevOps, Data Scientist",IBM India Pvt. Limited,4.1,19.8k,Bangalore / Bengaluru,4-8 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/ibm.jpg,Data Scientist: Artificial Intelligence,IBM India Pvt. Limited,4.1,19.8k,Bangalore / Bengaluru,3-7 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/hitachi.jpg,Data Scientist - Lead,Hitachi Ltd.,4.1,536,Remote,4-7 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/hitachi.jpg,Data Scientist,Hitachi Ltd.,4.1,536,Remote,4-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/infosys.jpg,Data Scientist,Infosys Limited,3.8,32k,Bangalore / Bengaluru,5-7 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/infosys.jpg,Data Scientist,Infosys Limited,3.8,32k,Bangalore / Bengaluru,7-9 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/unilever.jpg,Lead Data Scientist,Hindustan Unilever Ltd,4.3,5k,Mumbai,3-4 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/walmart.jpg,"Principal, data scientist",Walmart Labs,4.0,2k,Bangalore / Bengaluru,7-12 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/caterpillar_inc.jpg,Senior Data Scientist,CATERPILLAR INDIA PRIVATE LTD,4.2,1k,Chennai,7-9 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/ibm.jpg,Data Scientist,IBM India Pvt. Limited,4.1,19.8k,Pune,3-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/nestle.jpg,Data Scientist,Nestle India Ltd.,4.2,2k,Bangalore / Bengaluru,2-4 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/ups-logistics.jpg,Data Scientist,UPS Pvt. Ltd.,4.1,556,Chennai,3-7 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/ericsson-india-global-services.jpg,Data Scientist,Ericsson India Global Services Pvt. Ltd.,4.3,6.6k,Noida,5-7 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/pfizer.jpg,"Sr. Manager, Quality - Data Scientist",PFIZER LIMITED,4.1,1.7k,"Chennai, Mumbai",8-13 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/walmart.jpg,"SENIOR, DATA SCIENTIST",Walmart Labs,4.0,2k,Bangalore / Bengaluru,1-5 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/techmahindra.jpg,"Data Scientist (Hyderabad, Pune, Chennai, Bangalore/Mumbai/Noida)",Tech Mahindra,3.7,27.8k,"Chennai, Bangalore / Bengaluru, Hyderabad / Secunderabad",6-11 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/hcl-technologies-88.jpg,Data Scientist,HCLTech,3.7,28.7k,"Bangalore / Bengaluru, Hyderabad / Secunderabad, Noida",10-18 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/pwc.jpg,Data Scientist,PwC Service Delivery Center,3.6,7k,Bangalore / Bengaluru,4-7 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/pepsico.jpg,Price and Promo- Data Scientist,PEPSI FOODS PRIV LIMITED,4.2,2.3k,Hyderabad / Secunderabad,6-9 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/adidas.jpg,Data Scientist,Adidas Group,4.0,482,Gurgaon / Gurugram,4-9 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/microsoft-corporation.jpg,Senior Data Scientist,Microsoft India (R and D) Pvt Ltd,4.1,1.4k,Hyderabad / Secunderabad,6-11 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/eli-lilly-and-company.jpg,Data Scientist,Eli Lilly and Company,4.1,340,Bangalore / Bengaluru,2-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/pwc.jpg,Data Scientist AI / ML - Associate 2,PricewaterhouseCoopers Professional Services LLP,3.6,7k,Bangalore / Bengaluru,4-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/target.jpg,Sr Data Scientist,Target Corporation India Pvt Ltd,4.3,554,Bangalore / Bengaluru,4-8 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/target.jpg,Lead Data Scientist,Target Corporation India Pvt Ltd,4.3,554,Bangalore / Bengaluru,5-9 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/ericsson-india-global-services.jpg,Data Scientist,Ericsson India Global Services Pvt. Ltd.,4.3,6.6k,Noida,5-15 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/societe-generale-global-solution-centre.jpg,Lead Data Scientist - AIS,Societe Generale Global Solution Centre,3.9,2k,Bangalore / Bengaluru,6-8 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/wipro.jpg,Data Scientist,Wipro,3.8,39.4k,Hyderabad / Secunderabad,6-9 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/honeywell-automation.jpg,Advanced Data Scientist,Honeywell,3.8,1.4k,"Greater Noida, Bangalore / Bengaluru",3-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/honeywell-automation.jpg,Data Scientist II,Honeywell,3.8,1.4k,"Greater Noida, Bangalore / Bengaluru",4-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/ncr.jpg,HR Data Scientist,Our NCR,4.1,1.4k,Hyderabad / Secunderabad,2-7 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/infosys.jpg,Data Scientist,Infosys Limited,3.8,32k,Bangalore / Bengaluru,2-5 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/bmc-software.jpg,Data Scientist,BMC Software India Pvt. Ltd,4.3,402,Pune,8-12 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/honeywell-automation.jpg,Data Scientist II,Honeywell,3.8,1.4k,"Greater Noida, Bangalore / Bengaluru",3-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/dxc-technology.jpg,Lead Data Scientist,DXC Technology,3.8,8.4k,Bangalore / Bengaluru,6-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/techmahindra.jpg,Data Scientist,Tech Mahindra Ltd.,3.7,27.8k,Bangalore / Bengaluru,4-8 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/metlife.jpg,Lead Data Scientist-AI,Metlife,4.3,1.4k,Hyderabad / Secunderabad,10-14 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/honeywell-automation.jpg,AI & Gen AI Data Scientist,Honeywell,3.8,1.4k,Hyderabad / Secunderabad,4-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/allianz-services.jpg,Data Scientist,ALLIANZ SERVICES PRIVATE LIMITED,4.3,351,"Pune, Thiruvananthapuram",7-12 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/eli-lilly-and-company.jpg,Data Scientist,Eli Lilly and Company,4.1,340,Bangalore / Bengaluru,12-13 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/persistent-systems.jpg,Business Analyst,Persistent Systems Limited.,3.8,2.9k,Pune,6-9 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/microsoft.jpg,Senior Data Scientist,Microsoft India (R and D) Pvt Ltd,4.1,1.4k,Bangalore / Bengaluru,5-9 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/tvs-motor.jpg,Principal Data Scientists,Tvs Motor Company,4.1,3.7k,Bangalore / Bengaluru,9-15 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/tvs-motor.jpg,Lead Data Scientist,Tvs Motor Company,4.1,3.7k,Bangalore / Bengaluru,3-4 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/tvs-motor.jpg,Lead Data Scientist-CX,Tvs Motor Company,4.1,3.7k,Bangalore / Bengaluru,7-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/novartis-india.jpg,Clinical Data Scientist- Mumbai-Hybrid,Novartis,4.1,1.4k,Mumbai,3-5 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/kla-corporation.jpg,Data Scientist,KLA Tencor Software India Pvt.Ltd,4.1,57,Chennai,4-8 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/hdfc-life.jpg,HDFC Life Insurance - Principal Data Scientist/Lead Data Scientist - Insurance Analytics (4-7 yrs),HDFC Life Insurance,4.1,7.7k,Mumbai,4-7 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/honeywell-automation.jpg,Data Scientist II,Honeywell,3.8,1.4k,Bangalore / Bengaluru,4-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/iqvia.jpg,Senior Data Scientist,IQVIA,4.1,3.6k,"Bangalore / Bengaluru, Gurgaon / Gurugram",4-8 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/tcs.jpg,Data Scientist,Tata Consultancy Services (TCS),3.8,73.5k,"Bangalore / Bengaluru, Mumbai",6-8 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/uplers.jpg,Data Scientist | Python,Uplers,4.2,322,"Mumbai, Mumbai",3-5 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/deloitte-us-india.jpg,Opportunity For Data Scientists at Deloitte,Deloitte,3.9,13.9k,Mumbai,7-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/indium-software.jpg,Data Scientist - Python/SQL (6-12 yrs),Indium Software,4.1,584,Bangalore / Bengaluru,6-12 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/indium-software.jpg,Senior Data Scientist - Python/SQL (3-5 yrs),Indium Software,4.1,584,"Bangalore / Bengaluru, Karnataka",3-5 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/xoriant.jpg,Data Scientist (Gen AI),Xoriant,3.9,1.4k,Pune,4-8 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/manappuram-finance.jpg,Data Scientist,Manappuram Finance (MAFIL),4.0,3.6k,Thrissur/Trichur,5-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/genpact-india-pvt-limited.jpg,Data Scientist - Manager/Sr. Manager,Genpact,3.9,26.3k,Bangalore / Bengaluru,8-13 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/ey.jpg,EY - Data Scientist - Government & Public Sector (5-11 yrs),EY India,3.6,9k,Mp,5-11 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/wipro.jpg,Azure GenAI Data Scientist,Wipro,3.8,39.4k,India,6-11 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/crescendo-global.jpg,Data Scientist - Image Analytics (5-12 yrs),Crescendo Global,4.3,117,"Gurgaon / Gurugram, Pune, Noida
													+1 more",5-12 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/zf-steering-gear.jpg,Senior Data Scientist,ZF India,3.8,772,Chennai,7-12 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/hcl-technologies-88.jpg,HCL - Artificial Intelligence/Machine Learning Developer (3-8 yrs),HCL Technologies,3.7,28.7k,Noida,3-8 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/exl-service.jpg,"Senior Data Scientist, EXL Services, Gurgaon/ Bangalore",EXL,3.8,5.9k,"Delhi/Ncr, Bangalore / Bengaluru, Gurgaon / Gurugram",5-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/ujjivan-small-finance-bank.jpg,Data Scientist,Ujjivan Small Finance Bank limited,4.1,4.6k,Bangalore / Bengaluru,2-5 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/techmahindra.jpg,Data Scientist,Tech Mahindra,3.7,27.8k,"Pune, Bangalore / Bengaluru, Hyderabad / Secunderabad",7-12 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/novartis-india.jpg,Digital Device Data Scientist,Novartis,4.1,1.4k,Hyderabad / Secunderabad,8-13 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/msys-tech-india-pvt-dot-ltd-dot.jpg,Great Opportunity For Senior Data Scientist - MSys Technologies,MSys Technologies,4.0,96,"Chennai, Pune, Bangalore / Bengaluru",7-12 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/oceaneering_international.jpg,Senior Data Scientist,Oceaneering International,4.2,224,"Pune, Chandigarh",4-9 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/exl-service.jpg,"Senior Data Scientist- Decision Analytics, Banking / Insurance Domain",EXL,3.8,5.9k,"Bangalore / Bengaluru, Bangalore Rural, Gurgaon / Gurugram",4-9 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/datametica.jpg,Data Scientist,Datametica Solutions Pvt Ltd,3.9,287,Pune,5-7 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/info-edge.jpg,Data Scientist / Senior Data Scientist,Info Edge,4.1,1.6k,Noida,1-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/donaldson-india-filter-systems.jpg,Data/Modeling Scientist,Donaldson India Filter Systems,4.2,91,Gurgaon / Gurugram,2-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/icon-plc.jpg,Data Scientist,PRA Health Sciences,4.1,546,"Chennai, Thiruvananthapuram, Bangalore / Bengaluru",6-8 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/intone-networks.jpg,Sr Data Scientist,Intone Networks,4.4,31,Remote,3-7 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/indium-software.jpg,Lead Data Scientist - Artificial Intelligence/Machine Learning (7-12 yrs),Indium Software,4.1,584,Bangalore / Bengaluru,7-12 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/cardinal-health.jpg,Data Scientist,Cardinal Health,3.5,83,Bangalore / Bengaluru,5-9 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/uplers.jpg,Data Scientist - Artificial Intelligence/Machine Learning (5-7 yrs),Uplers Solutions Pvt. Ltd.,4.2,322,Bangalore / Bengaluru,5-7 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/commscope.jpg,Data Scientist,Commscope,3.8,321,Marmagao,3-8 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/target.jpg,Principal Data Scientist - Merchandising,Target Corporation India Pvt Ltd,4.3,555,Bangalore / Bengaluru,10-12 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/indium-software.jpg,Indium Software - Data Scientist - Python/SQL (6-10 yrs),Indium Software,4.1,584,Bangalore / Bengaluru,6-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/indium-software.jpg,Indium Software - Senior Data Scientist - Python/SQL (3-8 yrs),Indium Software,4.1,584,Bangalore / Bengaluru,3-8 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/kinara-capital-289990.jpg,Senior Data Scientist,Kinara Capital,4.5,767,Bangalore / Bengaluru,3-4 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/netapp.jpg,Senior Data Scientist,Netapp India Private Limited,3.9,294,Bangalore / Bengaluru,8-12 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/netapp.jpg,Data Scientist,Netapp India Private Limited,3.9,294,Bangalore / Bengaluru,4-8 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/apexone.jpg,Senior Data Scientist- Data Science,Infostretch solutions Pvt. Ltd.,3.4,876,Bangalore / Bengaluru,4-8 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/ss-and-c-technologies.jpg,Sr. Data Scientist,"DST Systems, Inc.",3.6,1.3k,Hyderabad / Secunderabad,2-7 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/wolters-kluwer.jpg,Senior Data Scientist,Wolters Kluwer Financial Services,3.9,356,"Kalyani, Pune",5-9 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/fiserv.jpg,Data Scientist Fraud & Credit Risk - Decision Science,Fiserv,3.7,2k,"Navi Mumbai, Thane, Mumbai",10-15 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/hexaware-technologies.jpg,Hexaware_ Looking Immediate joiners -Data Scientist NLP/GenAI_PanIndia,Hexaware Technologies,3.7,4.8k,"Chennai, Pune, Navi Mumbai",4-9 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/bmc-software.jpg,Data Scientist - R/Python (5-10 yrs),BMC Software India Pvt. Ltd,4.3,402,"Pune, Bangalore / Bengaluru",5-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/gebbs-healthcare-solutions.jpg,GeBBS - Senior Software Engineer - Data Science (4-7 yrs),GeBBS Healthcare Solutions,3.7,2.4k,"Navi Mumbai, Mumbai",4-7 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/gebbs-healthcare-solutions.jpg,GeBBS - Data Science Lead - NLP/LLM/Deep Learning (6-12 yrs),GeBBS Healthcare Solutions,3.7,2.4k,"Navi Mumbai, Mumbai",6-12 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/honeywell-automation.jpg,Advanced Data Scientist,Honeywell,3.8,1.4k,Bangalore / Bengaluru,4-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/infoobjects.jpg,Data Scientist,InfoObjects Inc,4.2,70,Jaipur,4-9 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/hexaware-technologies.jpg,Hexware - Data Scientist - NLP/BERT/Generative AI (5-10 yrs),Hexaware,3.7,4.8k,"Navi Mumbai, Pune, Chennai
													+3 more",5-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/barclays-shared-services.jpg,VP- Senior Data Scientist,Barclays,4.1,1.1k,Noida,9-14 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/wockhardt.jpg,Data Scientist,Wockhardt,3.9,1.4k,Mumbai,3-5 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/neudesic.jpg,Data Scientist,Neudesic Technologies,4.1,134,"Bangalore / Bengaluru, Cochin/Ernakulam/Kochi, Hyderabad / Secunderabad",5-8 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/muthoot-finance.jpg,Data Scientist,Muthoot Finance,3.6,4.5k,Bangalore / Bengaluru,1-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/itc-group.jpg,Junior Data Scientist - Fixed Term Contract,ITC,4.0,4.8k,Bangalore / Bengaluru,1-3 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/scientific-games.jpg,Platform|Data Scientist|SE|BLR,Light & Wonder,3.9,223,Bangalore / Bengaluru,2-4 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/indium-software.jpg,Lead Data Scientist,Indium Software,4.1,584,Bangalore / Bengaluru,5-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/conneqt-business-solutions.jpg,Data Scientist,Conneqt,3.7,7.9k,"Chennai, Pune, Bangalore / Bengaluru",5-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/marktine.jpg,Senior Solution Architect - Machine Learning/Tensorflow,Marktine,4.7,53,Bangalore / Bengaluru,8-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/john-crane.jpg,Data Scientist,JOHN CRANE SEALING SYSTEMS INDIA PVT. LTD.,3.9,125,Bangalore / Bengaluru,5-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/edgeverve-systems.jpg,Edgeverve - Generative AI/Artificial Intelligence Specialist - Data Science (11-15 yrs),Edgeverve,3.6,412,Bangalore / Bengaluru,11-15 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/jindal-x.jpg,Artificial Intelligence/Machine Learning Intern (0-1 yrs),Jindalx,3.6,1.1k,"Delhi Ncr, New Delhi",0-1 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/carrier.jpg,DATA SCIENTIST,Carrierin Services,4.0,388,Hyderabad / Secunderabad,6-9 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/grazitti-interactive.jpg,Lead Data Scientist,Grazitti Interactive,3.8,122,Mohali,6-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/agreeya-solutions.jpg,Data Scientist-Gen AI,Agreeya Solutions India Private Limited,3.5,220,"New Delhi, Noida",6-11 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/ignitho-technologies.jpg,Senior Data Scientist,Ignitho,4.2,35,Chennai,5-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/piramal-group.jpg,Piramal - Data Scientist - Internal Audit (2-5 yrs),Piramal Enterprises Limited,4.0,1.2k,Mumbai,2-5 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/novartis-india.jpg,Clinical Data Scientist,Novartis Healthcare Pvt. Ltd.,4.1,1.4k,Hyderabad / Secunderabad,3-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/bristol-myers-squibb.jpg,"Senior Manager, Biomarker Data Scientist",Bristol-Myers Squibb,4.5,72,Hyderabad / Secunderabad,3-7 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/zf-steering-gear.jpg,Senior Data Scientist,ZF India,3.8,772,Chennai,9-14 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/kmart.jpg,Data Scientist,Kmart,4.1,11,"Chennai, Pune, New Delhi
													+4 more",3-5 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/kmart.jpg,Senior Data Scientist,Kmart,4.1,11,"Chennai, Pune, New Delhi
													+4 more",4-7 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/pwc.jpg,Data Scientist - Senior Associate - P&T Labs,Pricewaterhouse Coopers Private Limited,3.6,7k,"Mumbai, Bangalore / Bengaluru, Hyderabad / Secunderabad",4-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/crescendo-global.jpg,Data Scientist - Machine Learning/Artificial Intelligence (4-7 yrs),Crescendo Global,4.3,117,"Bangalore / Bengaluru, Mumbai, Pune",4-7 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/clairvoyant-india-pvt-ltd.jpg,Data Scientist,Clairvoyant India,4.1,75,"Pune, Bangalore / Bengaluru, Gurgaon / Gurugram",5-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/pfizer.jpg,Senior Statistical Data Scientist,PFIZER LIMITED,4.1,1.7k,Chennai,5-8 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/pfizer.jpg,Statistical Data Scientist,PFIZER LIMITED,4.1,1.7k,Chennai,4-7 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/tatatech.jpg,Data Scientist,Tata Technologies,3.8,2.1k,"Pune, Mumbai",4-7 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/bain_&_company.jpg,Associate - Data Scientist,Bain Company India Pvt. Ltd.,3.8,210,New Delhi,2-4 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/microsoft.jpg,Principal Applied Data Scientist,Microsoft India (R and D) Pvt Ltd,4.1,1.4k,Bengaluru/Bangalore,7-11 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/microsoft.jpg,Applied Data Scientist,Microsoft India (R and D) Pvt Ltd,4.1,1.4k,Bengaluru/Bangalore,5-9 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/microsoft-corporation.jpg,Senior Applied Data scientist,Microsoft India (R and D) Pvt Ltd,4.1,1.4k,Bangalore / Bengaluru,5-8 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/ramco-systems.jpg,Junior Data Scientist,Ramco Systems,3.4,552,Chennai,1-3 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/course5.jpg,Data Scientist,COURSE5 INTELLIGENCE PRIVATE LIMITED,4.0,283,Bangalore / Bengaluru,4-9 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/course5.jpg,Fullstack Data Scientist,COURSE5 INTELLIGENCE PRIVATE LIMITED,4.0,283,"Mumbai, Bangalore / Bengaluru, Gurgaon / Gurugram",3-6 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/commonwealth-bank-of-australia.jpg,Data Scientist,Commonwealth Bank,3.7,355,Bangalore / Bengaluru,3-5 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/info-edge.jpg,Data Scientist/Senior Data Scientist - Machine Learning/Deep Learning (0-5 yrs),Infoedge,4.1,1.6k,Noida,0-5 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/infiniti-research.jpg,Data Scientist - LLM/NLP (4-8 yrs),Infiniti Research,3.9,345,Bangalore / Bengaluru,4-8 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/walmart.jpg,Staff data scientist,Walmart Labs,4.0,2k,Bengaluru/Bangalore,9-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/fifth-note.jpg,Senior Data Scientist,fifthnote,4.3,45,Delhi/Ncr,3-8 Yrs
https://static.ambitionbox.com/static/icons/company-placeholder.svg,Generative AI Engineer - NLP/LLM (6-10 yrs),Racrosoft Technologies,4.0,60,Bangalore / Bengaluru,6-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/gi-group.jpg,Data Scientist (6-11 yrs),Gi Group (Elixir Consulting),3.7,214,Gurgaon / Gurugram,6-11 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/thinkpalm-technologies.jpg,Data Scientist,Thinkpalm Technologies,4.3,114,"Ernakulam, Cochin/Ernakulam/Kochi",3-5 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/cms-computers-limited-india.jpg,Senior Data Scientist,CMS Computers,3.9,547,Mumbai,10-15 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/walmart.jpg,Staff data scientist,Walmart Labs,4.0,2k,Bangalore / Bengaluru,9-10 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/khatabook-office.jpg,Khatabook - Data Scientist II - R/Python/SQL (2-5 yrs),ADJ UTILITY APPS PRIVATE LIMITED,3.6,120,Bangalore / Bengaluru,2-5 Yrs
https://static.ambitionbox.com/alpha/company/photos/logos/cms-computers-limited-india.jpg,Senior Data Scientist,CMS Computers,3.9,549,Mumbai,10-15 Yrs
